imdbId,director_name
91934,Jim Goddard
91939,Spike Lee
91942,Igor Maslennikov
91949,John Badham
91954,Alex Cox
91983,Jonathan Demme
91990,Carol Frank
91991,Steve Miner
91993,Harry Winer
92005,Rob Reiner
92007,Leonard Nimoy
92035,Alan Alda
92046,David G. Hillier
92046,Jim Henson
92048,Jûzô Itami
92067,Hayao Miyazaki
92068,Bertrand Blier
92076,Tobe Hooper
92086,John Landis
92099,Tony Scott
92105,Jeff Kanew
92106,Nelson Shin
92117,David Byrne
92173,Jack Fisk
92214,Michael Ritchie
92216,Paul Schneider
92225,Emilio Estevez
92240,Mike Marvin
92263,John Woo
92272,Peter Markle
92337,Krzysztof Kieslowski
92493,John Cornell
92494,Matthew Robbins
92501,Jackie Chan
92513,Chris Columbus
92532,Albert Pyun
92534,Gary Nelson
92537,Tamar Simon Hoffs
92545,Mike Newell
92546,Peter Horton
92546,John Landis
92546,Carl Gottlieb
92546,Robert K. Weiss
92546,Joe Dante
92563,Alan Parker
92571,Kevin Sullivan
92585,Peter R. Hunt
92593,Louis Malle
92603,Gabriel Axel
92605,Charles Shyer
92608,Lyndall Hobbs
92610,Peter Jackson
92618,Barbet Schroeder
92632,John Schlesinger
92638,Joe Camp
92641,John Flynn
92644,Tony Scott
92654,Jim McBride
92666,Blake Edwards
92675,Newt Arnold
92690,Cheech Marin
92695,Jerry Rees
92699,James L. Brooks
92710,Hugh Wilson
92717,Ron Casden
92718,Steve Rash
92745,Alla Surikova
92746,Steve De Jarnatt
92783,James B. Harris
92796,Michael Gornick
92834,Tom McLoughlin
92850,Jeffrey Delman
92857,J. Lee Thompson
92890,Emile Ardolino
92906,Stuart Gordon
92925,Tom Mankiewicz
92929,Peter Greenaway
92948,Robert Townsend
92965,Steven Spielberg
92974,John R. Cherry III
92991,Sam Raimi
93010,Adrian Lyne
93011,Tom Holland
93036,Jeffrey Bloom
93044,John Mackenzie
93051,Bob Clark
93058,Stanley Kubrick
93066,Don Jurwich
93073,Francis Ford Coppola
93075,Tibor Takács
93091,Albert Band
93093,Paul Newman
93105,Barry Levinson
93137,John Irvin
93146,Andy Sidaris
93148,William Dear
93171,Donald G. Jackson
93171,R.J. Kizer
93175,Frank Perry
93177,Clive Barker
93185,Jack Sholder
93186,Bob Giraldi
93191,Wim Wenders
93200,Robert Townsend
93206,Yimou Zhang
93207,Hiroyuki Yamaga
93209,John Boorman
93220,Ethan Wiley
93223,David Mamet
93260,Joe Dante
93267,Federico Fellini
93278,Elaine May
93300,Joseph Sargent
93378,Luis Valdez
93389,Bernardo Bertolucci
93405,Paul Weiland
93407,Marek Kanievska
93409,Richard Donner
93412,Pedro Almodóvar
93418,Rod Daniel
93428,John Glen
93437,Joel Schumacher
93467,Alan Rudolph
93476,Amy Holden Jones
93477,Susan Seidelman
93488,Frédéric Back
93493,Michael Gottlieb
93507,Gary Goddard
93509,John Sayles
93512,James Ivory
93516,George Mendeluk
93560,Fred Dekker
93565,Norman Jewison
93582,Tina Hirsch
93589,Charlie Loventhal
93596,Robert Benton
93605,Kathryn Bigelow
93629,Chuck Russell
93638,Peter Werner
93640,Roger Donaldson
93677,Dario Argento
93690,Arthur Hiller
93692,Menahem Golan
93693,Garry Marshall
93713,Bille August
93744,Ken Annakin
93748,John Hughes
93756,Jim Drake
93773,John McTiernan
93777,John Carpenter
93779,Rob Reiner
93780,Christopher Cain
93793,Jonathan Kaplan
93818,Woody Allen
93820,Gordon Hessler
93822,Ethan Coen
93822,Joel Coen
93857,Joe Roth
93870,Paul Verhoeven
93871,Kôji Morimoto
93871,Hidetoshi Ômori
93871,Hiroyuki Kitazume
93871,Atsuko Fukushima
93871,Manabu Ôhashi
93871,Takashi Nakamura
93871,Hiroyuki Kitakubo
93871,Katsuhiro Ôtomo
93871,Yasuomi Umetsu
93886,Fred Schepisi
93894,Paul Michael Glaser
93936,Herbert Ross
93940,Woody Allen
93978,Siu-Tung Ching
93996,Deborah Brock
94006,Howard Deutch
94008,Ridley Scott
94012,Mel Brooks
94025,John Badham
94027,Ramón Menéndez
94035,Joseph Ruben
94072,Carl Reiner
94074,Sidney J. Furie
94077,Peter George
94137,Leonard Nimoy
94138,Phil Joanou
94142,Danny DeVito
94155,Barry Levinson
94226,Brian De Palma
94291,Oliver Stone
94318,Jeff Bleckner
94321,James Foley
94332,George Miller
94336,Bruce Robinson
94347,John Duigan
94357,John Woo
94593,Paul Flaherty
94594,Ernest Thompson
94602,Andrew Davis
94606,Lawrence Kasdan
94608,Jonathan Kaplan
94612,Craig R. Baxley
94625,Katsuhiro Ôtomo
94631,Graham Baker
94663,Woody Allen
94673,Delbert Mann
94675,Aki Kaurismäki
94678,Bud Yorkin
94712,Peter Markle
94713,Jérôme Boivin
94715,Garry Marshall
94716,Kevin Reynolds
94721,Tim Burton
94731,Costa-Gavras
94737,Penny Marshall
94739,Jim Abrahams
94744,Randal Kleiser
94746,Mike Nichols
94754,Richard Boden
94761,Chuck Russell
94764,David Webb Peoples
94791,Roger Young
94792,Aaron Norris
94799,James Bridges
94812,Ron Shelton
94824,Allan Arkush
94828,Bruno Nuytten
94862,Tom Holland
94868,Claire Denis
94882,Robert Mulligan
94889,Roger Donaldson
94890,Daniel Petrie
94894,Dennis Hopper
94898,John Landis
94910,Michael Ritchie
94921,Joan Micklin Silver
94924,Fred Schepisi
94933,Annabel Jankel
94933,Rocky Morton
94939,Greg Ford
94939,Terry Lennon
94939,Friz Freleng
94939,Maurice Noble
94939,Chuck Jones
94939,Robert McKimson
94947,Stephen Frears
94961,Mark Goldblatt
94963,Buddy Van Horn
94964,David Cronenberg
94980,Penelope Spheeris
95016,John McTiernan
95031,Frank Oz
95050,Robert M. Young
95082,John Sayles
95107,John R. Cherry III
95145,Daniel Goldberg
95159,John Cleese
95159,Charles Crichton
95169,John G. Avildsen
95174,Roman Polanski
95179,John Carl Buechler
95186,Peter Masterson
95188,George Roy Hill
95238,Leonard Nimoy
95243,Michael Apted
95250,Luc Besson
95253,Howard Deutch
95270,John Waters
95271,Dwight H. Little
95294,Tony Randel
95304,Neil Jordan
95312,Fred Olen Ray
95327,Isao Takahata
95330,Brian Mills
95348,Keenen Ivory Wayans
95382,Sidney J. Furie
95403,Jackie Chan
95409,Bud S. Smith
95444,Stephen Chiodo
95467,Krzysztof Kieslowski
95468,Krzysztof Kieslowski
95484,Frank LaLoggia
95488,Ken Russell
95489,Don Bluth
95497,Martin Scorsese
95519,Greg Beeman
95525,René Laloux
95532,Richard Benjamin
95564,John Schlesinger
95583,William Lustig
95593,Jonathan Demme
95599,Bob Swaim
95613,Henry Winkler
95631,Martin Brest
95638,Robert Redford
95647,Alan Parker
95652,George A. Romero
95654,Paul Mazursky
95655,Jerry Kramer
95655,Colin Chilvers
95675,Pedro Almodóvar
95687,Richard Benjamin
95690,Donald Petrie
95705,David Zucker
95715,Jan Svankmajer
95730,Thom Eberhardt
95736,William Richert
95742,Renny Harlin
95765,Giuseppe Tornatore
95776,George Scribner
95800,Jean-Jacques Annaud
95801,Percy Adlon
95835,David Burton Morris
95863,Don Coscarelli
95875,Martha Coolidge
95882,Alan Myerson
95889,Gary Sherman
95895,Godfrey Reggio
95897,Peter Hyams
95925,Stan Winston
95927,David Seltzer
95953,Barry Levinson
95956,Peter MacDonald
95963,Walter Hill
95977,Jerry London
95993,Geoff Burrowes
96018,Sidney Lumet
96028,Mira Nair
96054,Spike Lee
96061,Richard Donner
96071,Wes Craven
96073,Carl Schultz
96094,John Hughes
96101,Kenneth Johnson
96126,Vladimir Bortko
96142,David DeCoteau
96163,George Sluizer
96171,William Porter
96171,Steven Kampmann
96219,Oliver Stone
96223,Bill Fishman
96244,Robert Towne
96251,Shin'ya Tsukamoto
96256,John Carpenter
96257,Errol Morris
96283,Hayao Miyazaki
96316,Francis Ford Coppola
96320,Ivan Reitman
96321,Michael Almereyda
96324,Zalman King
96328,Phil Joanou
96332,Philip Kaufman
96336,Claude Chabrol
96378,Ken Kwapis
96386,Étienne Chatiliez
96409,Alex Cox
96438,Robert Zemeckis
96446,Ron Howard
96454,Thom Eberhardt
96463,Mike Nichols
96486,Yahoo Serious
96487,Christopher Cain
96639,Simon Wincer
96734,Joe Dante
96754,James Cameron
96764,Terry Gilliam
96787,Don Bluth
96787,Gary Goldman
96787,Dan Kuenster
96794,Steven Spielberg
96874,Robert Zemeckis
96880,Wolfgang Lauenstein
96880,Christoph Lauenstein
96895,Tim Burton
96913,Robert Radler
96928,Stephen Herek
96933,Ridley Scott
96943,Ron Shelton
96945,Phillip Noyce
96969,Oliver Stone
97027,Brian De Palma
97044,Emile Ardolino
97050,Masanori Hata
97081,Lewis Teague
97100,Philippe Mora
97108,Peter Greenaway
97116,Joel Schumacher
97123,Woody Allen
97138,Albert Pyun
97142,Gary David Goldberg
97162,Phillip Noyce
97165,Peter Weir
97202,John Woo
97211,Jim Kouf
97216,Spike Lee
97223,Emir Kusturica
97235,Howard Zieff
97236,Marc Rocco
97239,Bruce Beresford
97240,Gus Van Sant
97257,Julien Temple
97289,Terry Jones
97322,Steve Kloves
97328,Sidney Lumet
97334,John Milius
97336,Roland Joffé
97351,Phil Alden Robinson
97366,Michael Ritchie
97368,Chris Walas
97372,Al Reinert
97388,Rob Hedden
97390,Tommy Lee Wallace
97428,Ivan Reitman
97438,Graeme Clifford
97441,Edward Zwick
97443,Jamie Uys
97457,Jim McBride
97458,Thom Eberhardt
97474,Dominique Othenin-Girard
97481,Eddie Murphy
97493,Michael Lehmann
97499,Kenneth Branagh
97500,Bruce Beresford
97523,Joe Johnston
97531,Bruce Robinson
97550,Dirk Campbell
97576,Steven Spielberg
97579,Peter Yates
97613,Pat O'Connor
97626,Walter Hill
97635,Denys Arcand
97637,Rod Daniel
97647,John G. Avildsen
97659,David Worth
97659,Mark DiSalle
97702,Maurizio Nichetti
97714,Uli Edel
97722,John G. Avildsen
97728,Aki Kaurismäki
97731,Joe Pytka
97733,Richard Donner
97742,John Glen
97757,John Musker
97757,Ron Clements
97758,Richard Greenberg
97778,Amy Heckerling
97790,Joan Micklin Silver
97814,Hayao Miyazaki
97815,David S. Ward
97858,Peter Jackson
97883,Michael Anderson
97889,Steve De Jarnatt
97937,Jim Sheridan
97940,Jim Jarmusch
97958,Jeremiah S. Chechik
97965,Francis Ford Coppola
97965,Woody Allen
97965,Martin Scorsese
97967,John Irvin
97981,Stephen Hopkins
97987,Thomas J. Wright
98019,Jackie Chan
98042,Malcolm Mowbray
98051,Andrew Davis
98061,Bernard Rose
98067,Ron Howard
98073,Arthur Penn
98084,Mary Lambert
98097,Buddy Van Horn
98105,Peter Bonerz
98115,John D. Hancock
98141,Mark Goldblatt
98143,David Schmoeller
98194,Richard Lester
98206,Rowdy Herrington
98213,Michael Moore
98253,Alejandro Jodorowsky
98258,Cameron Crowe
98261,Paul Bartel
98273,Harold Becker
98282,Arthur Hiller
98308,Stan Dragoti
98309,Susan Seidelman
98343,Blake Edwards
98382,William Shatner
98384,Herbert Ross
98436,Mel Smith
98439,Albert Magnoli
98439,Andrey Konchalovskiy
98471,Francis Veber
98502,Lloyd Kaufman
98502,Michael Herz
98503,Lloyd Kaufman
98503,Michael Herz
98513,Robert M. Young
98519,Jeff Kanew
98532,Aki Kaurismäki
98536,Roger Spottiswoode
98546,Jay Levey
98554,John Hughes
98575,Milos Forman
98621,Danny DeVito
98625,Neil Jordan
98627,Ted Kotcheff
98635,Rob Reiner
98645,Paul Flaherty
98663,Todd Holland
98692,Yoshiaki Kawajiri
98724,Steven Soderbergh
98725,Jane Campion
98769,Ken Burns
98966,Emile Ardolino
98987,Renny Harlin
99005,Roger Spottiswoode
99012,Woody Allen
99014,Jon Jost
99018,John Cornell
99030,Tom Berry
99040,Jane Campion
99044,Walter Hill
99052,Frank Marshall
99073,Barry Levinson
99077,Penny Marshall
99088,Robert Zemeckis
99128,Alan Alda
99141,John Badham
99160,Kathryn Bigelow
99165,Brian De Palma
99166,Robert Shaye
99180,Brian Yuzna
99204,Roger Donaldson
99253,John Lafia
99266,Yves Robert
99291,Alan Parker
99317,Nick Park
99329,John Waters
99334,Jean-Paul Rappeneau
99348,Kevin Costner
99365,Sam Raimi
99371,Tony Scott
99399,Aaron Norris
99422,Warren Beatty
99423,Renny Harlin
99426,John Woo
99487,Tim Burton
99512,John R. Cherry III
99528,William Peter Blatty
99558,Jackie Chan
99581,Franco Amurri
99582,Joel Schumacher
99595,Greydon Clark
99612,Roger Corman
99615,Andrew Bergman
99653,Jerry Zucker
99654,Sidney Poitier
99669,Yves Robert
99674,Francis Ford Coppola
99685,Martin Scorsese
99699,Peter Weir
99700,Joe Dante
99700,Chuck Jones
99703,Stephen Frears
99710,William Friedkin
99726,Franco Zeffirelli
99731,Volker Schlöndorff
99740,Richard Stanley
99750,James D. Parriott
99753,Haruki Kadokawa
99762,Philip Kaufman
99763,John McNaughton
99776,Agnieszka Holland
99785,Chris Columbus
99797,Dennis Hopper
99800,Reginald Hudlin
99810,John McTiernan
99819,Lawrence Kasdan
99851,James Lapine
99864,Tommy Lee Wallace
99871,Adrian Lyne
99878,William Hanna
99878,Joseph Barbera
99878,Iwao Takamoto
99892,John Patrick Shanley
99902,Fengliang Yang
99902,Yimou Zhang
99938,Ivan Reitman
99939,Abel Ferrara
99951,Peter Medak
100029,Sheldon Lettich
100046,Richard Pearce
100050,Amy Heckerling
100053,Bob Clark
100054,Harry Hook
100087,Tom Ropelewski
100107,William Lustig
100112,Patrice Leconte
100114,Dwight H. Little
100129,Michael Lehmann
100133,Michael Caton-Jones
100135,Emilio Estevez
100140,Richard Benjamin
100142,Whit Stillman
100143,George Armitage
100150,Ethan Coen
100150,Joel Coen
100157,Rob Reiner
100168,Spike Lee
100196,Bob Rafelson
100201,James Orr
100211,Costa-Gavras
100212,Herbert Ross
100232,Lewis Teague
100240,George Miller
100258,Tom Savini
100260,Clive Barker
100263,Luc Besson
100280,Jonathan Lynn
100318,John Schlesinger
100332,Jennie Livingston
100339,Mamoru Oshii
100403,Stephen Hopkins
100404,Alan J. Pakula
100405,Garry Marshall
100409,George Scribner
100419,Dennis Dugan
100436,Allan Moyle
100438,David Allen
100449,Bill Murray
100449,Howard Franklin
100475,Bob Logan
100477,Hendel Butoy
100477,Mike Gabriel
100485,Tony Scott
100486,Barbet Schroeder
100502,Irvin Kershner
100507,John G. Avildsen
100514,Clint Eastwood
100519,Tom Stoppard
100530,Fred Schepisi
100594,Bernardo Bertolucci
100611,Carl Reiner
100639,Sally Mattison
100663,Jim Wynorski
100666,Patrick Read Johnson
100680,Martin Ritt
100685,Phil Joanou
100740,John Harrison
100758,Steve Barron
100802,Paul Verhoeven
100814,Ron Underwood
100828,Jack Nicholson
100928,Clint Eastwood
100934,Zalman King
100935,David Lynch
100944,Nicolas Roeg
100994,Geoff Murphy
100998,Akira Kurosawa
100998,Ishirô Honda
101020,John Woo
101026,Pedro Almodóvar
101095,Lamberto Bava
101254,Michael Apted
101258,Kar-Wai Wong
101272,Barry Sonnenfeld
101316,Jean-Jacques Annaud
101329,Phil Nibbelink
101329,Simon Wells
101393,Ron Howard
101410,Joel Coen
101410,Ethan Coen
101414,Kirk Wise
101414,Gary Trousdale
101420,E. Elias Merhige
101452,Peter Hewitt
101453,Robert Benton
101458,Wim Wenders
101465,Bruce Beresford
101492,Eric Red
101507,John Singleton
101516,Barry Levinson
101523,Terry Hughes
101540,Martin Scorsese
101545,Bryan Gordon
101587,Ron Underwood
101590,Michael Apted
101605,Alan Parker
101635,John Hughes
101640,Yimou Zhang
101669,Kenneth Branagh
101698,Albert Brooks
101700,Marc Caro
101700,Jean-Pierre Jeunet
101701,Tom Mankiewicz
101726,Jay Dubin
101745,Michael Caton-Jones
101746,Randa Haines
101748,Nancy Savoca
101757,Stephen Herek
101761,Oliver Stone
101764,Sheldon Lettich
101765,Krzysztof Kieslowski
101775,Ate de Jong
101786,Peter Faiman
101787,Joel Schumacher
101811,Mike Newell
101821,John R. Cherry III
101829,Lars von Trier
101831,Duncan Gibbins
101846,Richard Franklin
101862,Charles Shyer
101889,Terry Gilliam
101893,Danny Bilson
101898,John Duigan
101902,Mark Rydell
101912,Garry Marshall
101917,Rachel Talalay
101921,Jon Avnet
101969,Lawrence Kasdan
102002,Martin Davidson
102004,John Badham
102005,Simon Wincer
102011,Ken Kwapis
102011,Marisa Silver
102014,Peter Chelsom
102015,George Hickenlooper
102015,Fax Bahr
102015,Eleanor Coppola
102034,Russell Mulcahy
102035,Bruce McDonald
102057,Steven Spielberg
102059,Jim Abrahams
102065,George Jackson
102065,Doug McHenry
102070,Michael Lehmann
102083,Roy Andersson
102095,William Dear
102103,James Lapine
102138,Oliver Stone
102164,Roberto Benigni
102175,Spike Lee
102202,Albert Pyun
102216,David S. Ward
102250,Mick Jackson
102266,Tony Scott
102293,Ngai Choi Lam
102303,Mel Brooks
102316,Jodie Foster
102336,Erik Burke
102343,Dale Launer
102368,Claude Chabrol
102370,Alek Keshishian
102388,Robert Mulligan
102395,Stewart Raffill
102426,Gabriele Salvatores
102443,Keith Gordon
102456,Mira Nair
102460,Michael Karbelnikoff
102465,Gérard Lauzier
102467,Nick Broomfield
102469,Alan Rudolph
102492,Howard Zieff
102494,Gus Van Sant
102500,Jonathan Wacks
102510,David Zucker
102511,David Cronenberg
102517,Stan Dragoti
102536,Jim Jarmusch
102555,Brian Gilbert
102558,Dan Aykroyd
102573,Michael Lindsay-Hogg
102587,Isao Takahata
102592,Carl Franklin
102598,Chris Columbus
102603,John Landis
102609,Norman Jewison
102685,Kathryn Bigelow
102713,Barbra Streisand
102719,Brian Levant
102721,Jocelyn Moorhouse
102728,David DeCoteau
102744,Simon Wincer
102757,Michael Tolkin
102768,Mike Nichols
102782,William A. Graham
102798,Kevin Reynolds
102800,Stuart Gordon
102802,Dan Kuenster
102802,Don Bluth
102802,Gary Goldman
102803,Joe Johnston
102818,Geoff Burrowes
102820,Lili Fini Zanuck
102849,Paul Mazursky
102898,Bobcat Goldthwait
102900,Wolfgang Petersen
102926,Jonathan Demme
102940,Damian Lee
102943,Richard Linklater
102945,Joseph Ruben
102951,Michael Hoffman
102975,Nicholas Meyer
103003,Burt Kennedy
103007,Rod Daniel
103030,Pedro Almodóvar
103035,Arthur Hiller
103036,Robert M. Young
103060,Michael Pressman
103064,James Cameron
103074,Ridley Scott
103112,Daniel Petrie Jr.
103129,Anthony Minghella
103130,Hal Hartley
103184,Jeff Kanew
103241,Frank Oz
103247,Randal Kleiser
103285,Hark Tsui
103516,John Strickland
103594,Ridley Scott
103596,Jon Turteltaub
103617,John Glen
103639,Ron Clements
103639,John Musker
103644,David Fincher
103671,Edward James Olmos
103678,Tony Randel
103747,Arthur Hiller
103759,Abel Ferrara
103767,Ron Fricke
103772,Paul Verhoeven
103776,Tim Burton
103783,Bruce W. Smith
103786,Brian Levant
103791,Fernando Trueba
103827,Mark Herman
103850,Tim Robbins
103855,Mick Jackson
103859,Reginald Hudlin
103873,Peter Jackson
103874,Francis Ford Coppola
103882,Errol Morris
103888,Joe Berlinger
103888,Bruce Sinofsky
103893,Fran Rubel Kuzui
103905,André Bonzel
103905,Benoît Poelvoorde
103905,Rémy Belvaux
103919,Bernard Rose
103923,Albert Pyun
103924,Thom Eberhardt
103939,Richard Attenborough
103950,Jing Wong
103956,Jack Bender
103957,Tony Randel
103959,Dan Hoskins
103961,Arnold Schwarzenegger
103962,John Glen
103978,Randall Miller
103994,Alfonso Arau
104009,Ralph Bakshi
104036,Neil Jordan
104040,Paul Michael Glaser
104057,Julie Dash
104070,Robert Zemeckis
104114,Jonathan Lynn
104135,John Paragon
104139,Manny Coto
104181,Peter Kosminsky
104187,Les Mayfield
104231,Ron Howard
104237,Louis Malle
104254,Bill Kroyer
104257,Rob Reiner
104265,Phil Joanou
104291,Steve Miner
104299,Geoff Murphy
104321,Allison Anders
104346,Rowdy Herrington
104348,James Foley
104361,Nick Park
104389,Curtis Hanson
104409,Anthony Hickox
104412,Stephen Frears
104427,Danny DeVito
104431,Chris Columbus
104437,Randal Kleiser
104438,Andrew Bergman
104452,Frank Oz
104454,James Ivory
104466,Woody Allen
104507,Régis Wargnier
104549,Bruce Robinson
104558,Stanley Tong
104573,Ernest R. Dickerson
104647,Bruce A. Evans
104652,Hayao Miyazaki
104663,Gianni Amelio
104670,Sidney J. Furie
104684,John Woo
104691,Michael Mann
104692,Brett Leonard
104694,Penny Marshall
104695,Richard Pearce
104714,Richard Donner
104740,William T. Hurtz
104740,Masami Hata
104743,Christian Duguay
104756,George Miller
104779,Roman Polanski
104797,Spike Lee
104802,Arne Glimcher
104804,Bob Rafelson
104810,Peter Wintonick
104810,Mark Achbar
104815,Robert Rodriguez
104837,Bob Logan
104839,John McTiernan
104850,John Carpenter
104868,Stephen Herek
104897,Peter MacDonald
104905,Greg Beeman
104926,Fred Schepisi
104928,Billy Crystal
104940,Brian Henson
104952,Jonathan Lynn
104990,Kenny Ortega
105017,Peter Bogdanovich
105032,Cyril Collard
105046,Gary Sinise
105104,Kevin Hooks
105107,John Sayles
105112,Phillip Noyce
105121,Wes Craven
105128,Mary Lambert
105130,Kenneth Branagh
105151,Robert Altman
105156,Katt Shea
105159,John G. Avildsen
105165,Norman René
105179,Clay Borris
105187,Howard Franklin
105211,Richard Donner
105211,David Mickey Evans
105217,Brian De Palma
105219,Dwight H. Little
105226,John Dahl
105236,Quentin Tarantino
105251,Roland Mesa
105265,Robert Redford
105275,Geoffrey Wright
105316,Darrell Roodt
105321,Don Barnhart
105323,Martin Brest
105327,Robert Mandel
105378,Woody Allen
105391,David Seltzer
105399,Hark Tsui
105399,Ringo Lam
105402,Aaron Norris
105414,Barbet Schroeder
105415,Cameron Crowe
105417,Emile Ardolino
105428,Mick Garris
105435,Phil Alden Robinson
105438,Víctor Erice
105466,Peter Hyams
105477,Roger Spottiswoode
105488,Baz Luhrmann
105601,Stephen Low
105606,Jeff Franklin
105622,Ryû Murakami
105629,Barry Levinson
105643,Claudio Fragasso
105652,Ang Lee
105665,David Lynch
105682,Claude Sautet
105690,Andrew Davis
105695,Clint Eastwood
105698,Roland Emmerich
105699,Jonathan Kaplan
105706,Beeban Kidron
105764,Stuart Samuels
105764,Arnold Glassman
105764,Todd McCarthy
105789,Neal Jimenez
105789,Michael Steinberg
105793,Penelope Spheeris
105810,Marc Rocco
105812,Ron Shelton
105813,Roger Donaldson
105839,Hark Tsui
105946,Adam Nimoy
105946,Kevin James Dobson
105946,Lorraine Senna
105946,John C. Flinn III
105946,Kim Friedman
105946,John McPherson
105946,Goran Gajic
105946,Doug Lefler
105946,J. Michael Straczynski
105946,Douglas E. Wise
105946,Menachem Binetski
105946,Stephen Furst
105946,Stephen L. Posey
105946,Mario DiLeo
105946,Michael Vejar
105946,Bruce Seth Green
105946,David J. Eagle
105946,Tony Dow
105946,Jesús Salvador Treviño
105946,John Copeland
105946,Kevin G. Cremin
105946,John Lafia
105946,Janet Greek
105946,Jim Johnston
105946,Richard Compton
106104,David Drury
106220,Barry Sonnenfeld
106223,Stephen Sommers
106226,Martin Scorsese
106233,Rob Bowman
106246,Frank Marshall
106262,John Murlowski
106266,E. Max Frye
106273,Roger Spottiswoode
106292,John Badham
106307,Emir Kusturica
106308,Sam Raimi
106315,Patrick Hasburgh
106332,Kaige Chen
106336,Richard Compton
106339,Iain Softley
106341,Rolf de Heer
106356,Glenn Jordan
106364,Kevin Altieri
106364,Boyd Kirkland
106364,Frank Paur
106364,Dan Riba
106364,Eric Radomski
106364,Bruce Timm
106375,Rod Daniel
106379,Bill Forsyth
106387,Jeremiah S. Chechik
106400,Penelope Spheeris
106402,Vadim Jean
106408,Gurinder Chadha
106447,Michael Steinberg
106452,Abel Ferrara
106453,Uli Edel
106455,James B. Harris
106469,Taylor Hackford
106471,Jennifer Lynch
106473,John N. Smith
106475,Albert Pyun
106489,Robert De Niro
106500,Tamra Davis
106505,John Whitesell
106519,Brian De Palma
106521,Adam Simon
106521,Darren Patrick Moloney
106535,Andrew Birkin
106544,Stanley Tong
106557,David Price
106582,Renny Harlin
106591,Mikhail Grigorev
106591,Vladimir Studennikov
106598,Steve Barron
106611,Jon Turteltaub
106613,Henry Winkler
106627,Alan Shapiro
106664,George A. Romero
106673,Ivan Reitman
106677,Richard Linklater
106697,Marco Brambilla
106701,Nick Castle
106761,James Yukich
106770,Rob Cohen
106827,John R. Cherry III
106833,John Madden
106834,Gus Van Sant
106856,Joel Schumacher
106873,Carl Reiner
106877,Darrell Roodt
106880,Rusty Cundieff
106881,Peter Weir
106912,Robert Lieberman
106918,Sydney Pollack
106926,Steve Kloves
106936,Corey Yuen
106941,Barry Sonnenfeld
106950,Stuart Gordon
106965,Simon Wincer
106966,Juan Carlos Tabío
106966,Tomás Gutiérrez Alea
106977,Andrew Davis
107002,Claude Berri
107004,Walter Hill
107007,Ron Maxwell
107034,Joseph Ruben
107048,Harold Ramis
107050,Donald Petrie
107076,John Woo
107079,Leon Ichaso
107091,Ron Underwood
107120,Kenny Ortega
107131,Duwayne Dunham
107144,Jim Abrahams
107148,Michael Lessac
107151,Bille August
107156,Ang Lee
107206,Wolfgang Petersen
107207,Jim Sheridan
107209,Wim Wenders
107211,Adrian Lyne
107212,Mike Binder
107225,Lina Wertmüller
107247,Marshall Herskovitz
107282,Wayne Wang
107286,Stephen Hopkins
107290,Steven Spielberg
107302,Dominic Sena
107315,Pedro Almodóvar
107362,John McTiernan
107387,Mark Jones
107413,James Lapine
107426,Bernardo Bertolucci
107438,Tom Ropelewski
107447,Denys Arcand
107468,David Cronenberg
107472,Ray Müller
107473,John McNaughton
107478,Richard Benjamin
107497,Harold Becker
107501,Mel Gibson
107504,John Lafia
107507,Woody Allen
107529,Joe Dante
107554,Allen Hughes
107554,Albert Hughes
107563,Robert Townsend
107566,Allison Anders
107612,Michael Gottlieb
107613,Anthony Minghella
107614,Chris Columbus
107616,Kenneth Branagh
107617,Anh Hung Tran
107626,Bob Balaban
107630,Bruce Joel Rubin
107653,Mike Leigh
107659,Gene Quintano
107665,Fraser C. Heston
107688,Henry Selick
107692,Yoshiaki Kawajiri
107750,Sheldon Lettich
107756,Sally Potter
107798,Alan J. Pakula
107808,Clint Eastwood
107818,Jonathan Demme
107822,Jane Campion
107840,John Singleton
107843,John Badham
107889,David S. Ward
107899,Jeff Burr
107920,Ken Loach
107927,Russell Mulcahy
107930,Yahoo Serious
107943,James Ivory
107952,Alan Zaslove
107952,Tad Stones
107952,Toby Shelton
107969,Philip Kaufman
107977,Mel Brooks
107978,Fred Dekker
107983,Peter Medak
107985,Daniel Stern
108000,Victor Nunez
108002,David Anspaugh
108037,David Mickey Evans
108052,Steven Spielberg
108059,Ricky Tognazzi
108065,Steven Zaillian
108071,Agnieszka Holland
108101,Richard Attenborough
108122,Robert Altman
108147,Bill Duke
108148,Woo-Ping Yuen
108149,Fred Schepisi
108160,Nora Ephron
108162,Phillip Noyce
108170,Stephen Frears
108171,Luis Llosa
108174,Thomas Schlamme
108181,George Hickenlooper
108185,Jon Amiel
108186,Steve Rash
108188,Takeshi Kitano
108211,Joseph Vilsmaier
108238,Rowdy Herrington
108255,Annabel Jankel
108255,Rocky Morton
108260,Scott McGehee
108260,David Siegel
108265,Thomas Carter
108308,Stuart Gillard
108317,Ralf Huettner
108317,Helge Schneider
108323,Steven M. Martin
108327,Peter Bogdanovich
108328,François Girard
108330,Michael Caton-Jones
108333,Stephen Herek
108358,Kevin Jarre
108358,George P. Cosmatos
108394,Krzysztof Kieslowski
108399,Tony Scott
108442,Herbert Ross
108451,Tony Bill
108473,George Sluizer
108500,Jean-Marie Poiré
108515,Chris Hegedus
108515,D.A. Pennebaker
108525,Stephen Surjik
108526,Simon Wells
108526,Phil Nibbelink
108526,Ralph Zondag
