imdbId,ordering,actor_name,category,characters
92546,3,Arsenio Hall,actor,Apartment Victim (segment \Mondo Condo\)
92546,4,Donald F. Muhich,actor,Easterbrook (segment \Pethouse Video\)
92563,1,Mickey Rourke,actor,Harry Angel
92563,2,Robert De Niro,actor,Louis Cyphre
92563,3,Lisa Bonet,actress,Epiphany Proudfoot
92563,4,Charlotte Rampling,actress,Margaret Krusemark
92571,1,Megan Follows,actress,Anne Shirley
92571,2,Colleen Dewhurst,actress,Marilla Cuthbert
92571,3,Marilyn Lightstone,actress,Miss Muriel Stacey
92571,4,Schuyler Grant,actress,Diana Barry
92571,5,Rosemary Dunsmore,actress,Katherine Brooke
92571,6,Kate Lynch,actress,Pauline Harris
92571,7,Geneviève Appleton,actress,Emmeline Harris
92571,8,Susannah Hoffmann,actress,Jen Pringle
92571,9,Kathryn Trainor,actress,Essie
92571,10,Rosemary Radcliffe,actress,Mrs. Elizabeth Barry
92585,1,Charles Bronson,actor,Jay Killian
92585,2,Jill Ireland,actress,Lara Royce Craig
92585,3,Stephen Elliott,actor,Fitzroy
92585,4,Jan Gan Boyd,actress,Charlotte Chang
92593,1,Gaspard Manesse,actor,Julien Quentin
92593,2,Raphael Fejtö,actor,Jean Bonnet
92593,3,Francine Racette,actress,Mme Quentin
92593,4,Stanislas Carré de Malberg,actor,François Quentin
92603,1,Stéphane Audran,actress,Babette Hersant
92603,2,Bodil Kjer,actress,Filippa
92603,3,Birgitte Federspiel,actress,Martine
92603,4,Jarl Kulle,actor,General Lorens Löwenhielm|Löwenhielm's Father
92605,1,Diane Keaton,actress,J.C. Wiatt
92605,2,Sam Shepard,actor,Dr. Jeff Cooper
92605,3,Harold Ramis,actor,Steven Buchner
92605,4,Kristina Kennedy,actress,Elizabeth Wiatt
92608,1,Frankie Avalon,actor,Annette's Husband
92608,2,Annette Funicello,actress,Annette
92608,3,Lori Loughlin,actress,Sandi
92608,4,Tommy Hinkley,actor,Michael
92610,1,Terry Potter,actor,Ozzy|3rd Class Alien
92610,2,Pete O'Herne,actor,Barry|3rd Class Alien
92610,3,Craig Smith,actor,Giles|3rd Class Alien
92610,4,Mike Minett,actor,Frank|3rd Class Alien
92618,1,Mickey Rourke,actor,Henry
92618,2,Faye Dunaway,actress,Wanda Wilcox
92618,3,Alice Krige,actress,Tully
92618,4,Jack Nance,actor,Detective
92632,1,Martin Sheen,actor,Cal Jamison
92632,2,Helen Shaver,actress,Jessica Halliday
92632,3,Harley Cross,actor,Chris Jamison
92632,4,Robert Loggia,actor,Lieutenant Sean McTaggert
92638,1,Red Steagall,actor,Hunter
92638,2,Frank Inn,actor,Frank Inn
92638,3,Benjean,actress,Benji
92638,4,Nancy Francis,actress,Newscaster
92641,1,James Woods,actor,Cleve
92641,2,Brian Dennehy,actor,Dennis Meechum
92641,3,Victoria Tennant,actress,Roberta Gillian
92641,4,Allison Balson,actress,Holly Meechum
92644,1,Eddie Murphy,actor,Axel Foley
92644,2,Judge Reinhold,actor,Billy Rosewood
92644,3,Jürgen Prochnow,actor,Maxwell Dent
92644,4,Ronny Cox,actor,Andrew Bogomil
92654,1,Dennis Quaid,actor,Remy McSwain
92654,2,Ellen Barkin,actress,Anne Osborne
92654,3,Ned Beatty,actor,Jack Kellom
92654,4,John Goodman,actor,Det. Andre DeSoto
92666,1,Kim Basinger,actress,Nadia Gates
92666,2,Bruce Willis,actor,Walter Davis
92666,3,John Larroquette,actor,David Bedford
92666,4,William Daniels,actor,Judge Harold Bedford
92675,1,Jean-Claude Van Damme,actor,Frank
92675,2,Donald Gibb,actor,Jackson
92675,3,Leah Ayres,actress,Janice
92675,4,Norman Burton,actor,Helmer
92690,1,Cheech Marin,actor,Rudy
92690,2,Daniel Stern,actor,Jimmy
92690,3,Paul Rodriguez,actor,Javier
92690,4,Kamala Lopez,actress,Dolores
92695,1,Jon Lovitz,actor,Radio
92695,2,Timothy Stack,actor,Lampy|Zeke
92695,3,Timothy E. Day,actor,Blanky|Young Rob (The Master)
92695,4,Thurl Ravenscroft,actor,Kirby
92699,1,William Hurt,actor,Tom Grunick
92699,2,Albert Brooks,actor,Aaron Altman
92699,3,Holly Hunter,actress,Jane Craig
92699,4,Robert Prosky,actor,Ernie Merriman
92710,1,Whoopi Goldberg,actress,Bernice Rhodenbarr
92710,2,Bobcat Goldthwait,actor,Carl Hefler
92710,3,G.W. Bailey,actor,Ray Kirschman
92710,4,Lesley Ann Warren,actress,Dr. Cynthia Sheldrake
92717,1,John Dye,actor,Todd Barrett
92717,2,Steven Lyon,actor,Brett Wilson
92717,3,Morgan Fairchild,actress,Katherine Van Buren
92717,4,Kim Delaney,actress,Dayna Thomas
92718,1,Patrick Dempsey,actor,Ronald Miller
92718,2,Amanda Peterson,actress,Cindy Mancini
92718,3,Courtney Gains,actor,Kenneth Wurman
92718,4,Tina Caspary,actress,Barbara
92745,1,Andrey Mironov,actor,Johnny First
92745,2,Alexandra Yakovleva,actress,Ms. Diana Little
92745,3,Mikhail Boyarskiy,actor,Chyorniy (Black) Jack
92745,4,Oleg Tabakov,actor,Harry MacCue
92746,1,Melanie Griffith,actress,E. Johnson
92746,2,David Andrews,actor,Sam Treadwell
92746,3,Pamela Gidley,actress,Cherry 2000
92746,4,Jennifer Balgobin,actress,Glory Hole Clerk
92783,1,James Woods,actor,Lloyd Hopkins
92783,2,Lesley Ann Warren,actress,Kathleen McCarthy
92783,3,Charles Durning,actor,Dutch Peltz
92783,4,Charles Haid,actor,Delbert 'Whitey' Haines
92796,1,George Kennedy,actor,Ray Spruce (segment \Old Chief Wood'nhead\)
92796,2,Lois Chiles,actress,Annie Lansing (segment \The Hitchhiker\)
92796,3,Domenick John,actor,Boy Billy
92796,4,Tom Savini,actor,The Creep
92834,1,Michael E. Knight,actor,Jim Sanders
92834,2,Phoebe Cates,actress,Patty Winston
92834,3,Emmanuelle Béart,actress,Angel
92834,4,David Dukes,actor,Ed Winston
92850,1,Scott Valentine,actor,Peter
92850,2,Nicole Picard,actress,Rachel (Red Riding Hood)
92850,3,Matt Mitler,actor,Willie (Werewolf)
92850,4,Cathryn de Prume,actress,Goldi Lox
92857,1,Charles Bronson,actor,Paul Kersey
92857,2,Kay Lenz,actress,Karen Sheldon
92857,3,John P. Ryan,actor,Nathan White
92857,4,Perry Lopez,actor,Ed Zacharias
92890,1,Patrick Swayze,actor,Johnny Castle
92890,2,Jennifer Grey,actress,Baby Houseman
92890,3,Jerry Orbach,actor,Jake Houseman
92890,4,Cynthia Rhodes,actress,Penny Johnson
92906,1,Ian Patrick Williams,actor,David Bower
92906,2,Carolyn Purdy-Gordon,actress,Rosemary Bower
92906,3,Carrie Lorraine,actress,Judy Bower
92906,4,Guy Rolfe,actor,Gabriel Hartwicke
92925,1,Dan Aykroyd,actor,Friday
92925,2,Tom Hanks,actor,Streebek
92925,3,Christopher Plummer,actor,Whirley
92925,4,Harry Morgan,actor,Gannon
92929,1,Bernard Hill,actor,Madgett
92929,2,Joan Plowright,actress,Cissie Colpitts 1
92929,3,Juliet Stevenson,actress,Cissie Colpitts 2
92929,4,Joely Richardson,actress,Cissie Colpitts 3
92948,2,Tatyana Ali,actress,Singing Child (sketch)
92948,3,Billie Allen,actress,Eddie's Aunt (sketch)
92948,4,Clebert Ford,actor,Uncle Lester (sketch)
92965,1,Christian Bale,actor,Jim
92965,2,John Malkovich,actor,Basie
92965,3,Miranda Richardson,actress,Mrs. Victor
92965,4,Nigel Havers,actor,Dr. Rawlins
92974,1,Jim Varney,actor,Ernest P. Worrell
92974,2,Victoria Racimo,actress,Nurse St. Cloud
92974,3,John Vernon,actor,Sherman Krader
92974,4,Iron Eyes Cody,actor,Old Indian Chief
92991,1,Bruce Campbell,actor,Ashley 'Ash' J. Williams
92991,2,Sarah Berry,actress,Annie Knowby
92991,3,Dan Hicks,actor,Jake
92991,4,Kassie Wesley DePaiva,actress,Bobby Joe
93010,1,Michael Douglas,actor,Dan Gallagher
93010,2,Glenn Close,actress,Alex Forrest
93010,3,Anne Archer,actress,Beth Gallagher
93010,4,Ellen Latzen,actress,Ellen Gallagher
93011,1,Whoopi Goldberg,actress,Rita Rizzoli
93011,2,Sam Elliott,actor,Mike Marshak
93011,3,Rubén Blades,actor,Carl Jimenez
93011,4,Harris Yulin,actor,Conrad Kroll
93036,1,Louise Fletcher,actress,Grandmother
93036,2,Victoria Tennant,actress,Mother
93036,3,Kristy Swanson,actress,Cathy
93036,4,Jeb Stuart Adams,actor,Chris
93044,1,Michael Caine,actor,John Preston
93044,2,Pierce Brosnan,actor,Valeri Petrofsky|James Edward Ross
93044,3,Ned Beatty,actor,Borisov|Pavel Petrovic
93044,4,Joanna Cassidy,actress,Irina Vassilievna
93051,1,Judd Nelson,actor,Robin 'Stormy' Weathers
93051,2,Elizabeth Perkins,actress,Jo Ann
93051,3,John Hurt,actor,Douglas Benoit
93051,4,Darren McGavin,actor,Craig Duncan
93058,1,Matthew Modine,actor,Pvt. Joker
93058,2,R. Lee Ermey,actor,Gny. Sgt. Hartman
93058,3,Vincent D'Onofrio,actor,Pvt. Pyle
93058,4,Adam Baldwin,actor,Animal Mother
93066,1,Charlie Adler,actor,Low Light
93066,2,Shuko Akune,actress,Jinx
93066,3,Jack Angel,actor,Wet-Suit
93066,4,Michael Bell,actor,Duke|Blowtorch|Lift-Ticket
93073,1,James Caan,actor,Sgt. Clell Hazard
93073,2,Anjelica Huston,actress,Samantha Davis
93073,3,James Earl Jones,actor,Goody' Nelson
93073,4,D.B. Sweeney,actor,Jackie Willow
93075,1,Stephen Dorff,actor,Glen
93075,2,Christa Denton,actress,Al
93075,3,Louis Tripp,actor,Terrence 'Terry' Chandler
93075,4,Kelly Rowan,actress,Lori Lee
93091,1,Damon Martin,actor,Larry
93091,2,Royal Dano,actor,Uncle Ned
93091,3,Phil Fondacaro,actor,Sir Nigel Penneyweight
93091,4,J. Downing,actor,P. Hardin
93093,1,Joanne Woodward,actress,Amanda Wingfield
93093,2,John Malkovich,actor,Tom Wingfield
93093,3,Karen Allen,actress,Laura Wingfield
93093,4,James Naughton,actor,Jim O'Connor (the gentleman caller)
93105,1,Robin Williams,actor,Adrian Cronauer
93105,2,Forest Whitaker,actor,Edward Garlick
93105,3,Tom. T. Tran,actor,Tuan
93105,4,Chintara Sukapatana,actress,Trinh
93137,1,Anthony Barrile,actor,Pvt. Vincent 'Alphabet' Languilli
93137,2,Michael Boatman,actor,Pvt. Ray Motown
93137,3,Don Cheadle,actor,Pvt. Johnny Washburn
93137,4,Michael Dolan,actor,Pvt. Harry Murphy
93146,1,Ronn Moss,actor,Rowdy Abilene
93146,2,Dona Speir,actress,Donna
93146,3,Hope Marie Carlton,actress,Taryn
93146,4,Harold Diamond,actor,Jade
93148,1,John Lithgow,actor,George Henderson
93148,2,Melinda Dillon,actress,Nancy Henderson
93148,3,Margaret Langrick,actress,Sarah Henderson
93148,4,Joshua Rudoy,actor,Ernie Henderson
93171,1,Julius LeFlore,actor,Squidlips
93171,2,RCB,actor,The Poor Dufus
93171,3,Roddy Piper,actor,Sam Hell
93171,4,William Smith,actor,Capt. Devlin|Count Sodom
93175,1,Shelley Long,actress,Lucy Chadman
93175,2,Judith Ivey,actress,Zelda
93175,3,Gabriel Byrne,actor,Kevin Scanlon
93175,4,Corbin Bernsen,actor,Jason Chadman
93177,1,Andrew Robinson,actor,Larry
93177,2,Clare Higgins,actress,Julia
93177,3,Ashley Laurence,actress,Kirsty
93177,4,Sean Chapman,actor,Frank
93185,1,Kyle MacLachlan,actor,Lloyd Gallagher
93185,2,Michael Nouri,actor,Tom Beck
93185,3,Claudia Christian,actress,Brenda Lee Van Buren
93185,4,Clarence Felder,actor,Lt. John Masterson
93186,1,Jon Cryer,actor,Andrew Morenski|Max Hauser
93186,2,Keith Coogan,actor,Patrick Morenski
93186,3,Annabeth Gish,actress,Ryan Campbell
93186,4,Oliver Cotton,actor,Killer
93191,1,Bruno Ganz,actor,Damiel
93191,2,Solveig Dommartin,actress,Marion
93191,3,Otto Sander,actor,Cassiel
93191,4,Curt Bois,actor,Homer
93200,1,Robert Townsend,actor,Bobby Taylor|Jasper|Speed
93200,2,Craigus R. Johnson,actor,Stevie Taylor
93200,3,Helen Martin,actress,Bobby's Grandmother
93200,4,Starletta DuPois,actress,Bobby's Mother
93206,1,Gong Li,actress,Wo Nainai (My Grandma)
93206,2,Wen Jiang,actor,Wo Yeye (My Grandpa)
93206,3,Rujun Teng,actor,Wo Luohan Yeye (Uncle Luohan)
93206,4,Ji Liu,actor,Wo Die (My Dad)
93207,1,Leo Morimoto,actor,Shiro
93207,2,David Thomas,actor,Shiro
93207,3,Mitsuki Yayoi,actress,Riqunni
93207,4,Heidi Lenhart,actress,Riqunni Nonderaiko
93209,1,Sarah Miles,actress,Grace
93209,2,David Hayman,actor,Clive
93209,3,Sebastian Rice-Edwards,actor,Bill
93209,4,Geraldine Muir,actress,Sue
93220,1,Arye Gross,actor,Jesse
93220,2,Jonathan Stark,actor,Charlie
93220,3,Royal Dano,actor,Gramps
93220,4,Bill Maher,actor,John
93223,1,Lindsay Crouse,actress,Margaret Ford
93223,2,Joe Mantegna,actor,Mike
93223,3,Mike Nussbaum,actor,Joey
93223,4,Lilia Skala,actress,Dr. Littauer
93260,1,Dennis Quaid,actor,Lt. Tuck Pendleton
93260,2,Martin Short,actor,Jack Putter
93260,3,Meg Ryan,actress,Lydia Maxwell
93260,4,Kevin McCarthy,actor,Victor Scrimshaw
93267,1,Sergio Rubini,actor,Il Giornalista
93267,2,Antonella Ponziani,actress,La Ragazza del Tram
93267,3,Maurizio Mein,actor,L'Aiuto Regista
93267,4,Paola Liguori,actress,La Diva
93278,1,Warren Beatty,actor,Lyle Rogers
93278,2,Dustin Hoffman,actor,Chuck Clarke
93278,3,Isabelle Adjani,actress,Shirra Assel
93278,4,Charles Grodin,actor,Jim Harrison
93300,1,Lorraine Gary,actress,Ellen Brody
93300,2,Lance Guest,actor,Michael Brody
93300,3,Mario Van Peebles,actor,Jake
93300,4,Karen Young,actress,Carla Brody
93378,1,Lou Diamond Phillips,actor,Ritchie Valens
93378,2,Esai Morales,actor,Bob Morales
93378,3,Rosanna DeSoto,actress,Connie Valenzuela
93378,4,Elizabeth Peña,actress,Rosie Morales
93389,1,John Lone,actor,Pu Yi (Adult)
93389,2,Joan Chen,actress,Wan Jung
93389,3,Peter O'Toole,actor,Reginald Johnston (R.J.)
93389,4,Ruocheng Ying,actor,The Governor
93405,1,Bill Cosby,actor,Leonard Parker
93405,2,Tom Courtenay,actor,Frayn
93405,3,Joe Don Baker,actor,Nick Snyderburn
93405,4,Moses Gunn,actor,Giorgio Francozzi
93407,1,Andrew McCarthy,actor,Clay
93407,2,Jami Gertz,actress,Blair
93407,3,Robert Downey Jr.,actor,Julian
93407,4,James Spader,actor,Rip
93409,1,Mel Gibson,actor,Martin Riggs
93409,2,Danny Glover,actor,Roger Murtaugh
93409,3,Gary Busey,actor,Joshua
93409,4,Mitchell Ryan,actor,The General
93412,1,Eusebio Poncela,actor,Pablo Quintero
93412,2,Carmen Maura,actress,Tina Quintero
93412,3,Antonio Banderas,actor,Antonio Benítez
93412,4,Miguel Molina,actor,Juan Bermúdez
93412,8,Fernando Guillén,actor,Inspector de policía
93412,9,Manuela Velasco,actress,Ada| niña
93412,10,Nacho Martínez,actor,Doctor Martín
93418,1,Dudley Moore,actor,Dr. Jack Hammond|Chris Hammond
93418,2,Kirk Cameron,actor,Chris Hammond|Dr. Jack Hammond
93418,3,Margaret Colin,actress,Ginnie Armbruster
93418,4,Catherine Hicks,actress,Dr. Amy Larkin
93428,1,Timothy Dalton,actor,James Bond
93428,2,Maryam d'Abo,actress,Kara Milovy
93428,3,Jeroen Krabbé,actor,General Georgi Koskov
93428,4,Joe Don Baker,actor,Brad Whitaker
93437,1,Jason Patric,actor,Michael
93437,2,Corey Haim,actor,Sam
93437,3,Dianne Wiest,actress,Lucy
93437,4,Barnard Hughes,actor,Grandpa
93467,1,Timothy Hutton,actor,Mike Shea|Elmo Barnett
93467,2,Kelly McGillis,actress,Annie Packert|Ally Chandler
93467,3,Maureen Stapleton,actress,Aunt Lisa
93467,4,Ann Wedgeworth,actress,Annette Shea
93476,1,Ally Sheedy,actress,Jessie Montgomery
93476,2,Beverly D'Angelo,actress,Stella Winston
93476,3,Michael Ontkean,actor,Nick McGuire
93476,4,Valerie Perrine,actress,Georgette Starkey
93477,1,John Malkovich,actor,Jeff Peters|Ulysses
93477,2,Ann Magnuson,actress,Frankie Stone
93477,3,Glenne Headly,actress,Trish
93477,4,Ben Masters,actor,Steve Marcus
93488,1,Philippe Noiret,actor,Narrator
93488,2,Christopher Plummer,actor,Narrator
93493,1,Andrew McCarthy,actor,Jonathan Switcher
93493,2,Kim Cattrall,actress,Emmy
93493,3,Estelle Getty,actress,Claire Timkin
93493,4,James Spader,actor,Richards
93507,1,Dolph Lundgren,actor,He-Man
93507,2,Frank Langella,actor,Skeletor
93507,3,Meg Foster,actress,Evil-Lyn
93507,4,Billy Barty,actor,Gwildor
93509,1,Chris Cooper,actor,Joe Kenehan
93509,2,James Earl Jones,actor,Few Clothes Johnson
93509,3,Mary McDonnell,actress,Elma Radnor
93509,4,Will Oldham,actor,Danny Radnor
93512,1,James Wilby,actor,Maurice Hall
93512,2,Rupert Graves,actor,Alec Scudder
93512,3,Hugh Grant,actor,Clive Durham
93512,4,Denholm Elliott,actor,Doctor Barry
93516,1,Sally Kellerman,actress,Roxy Dujour
93516,2,Patrick Dempsey,actor,Rudy
93516,3,Al Waxman,actor,Peter
93516,4,Isabelle Mejias,actress,Wendy
93560,1,Andre Gower,actor,Sean
93560,2,Robby Kiger,actor,Patrick
93560,3,Stephen Macht,actor,Del - Sean's Dad
93560,4,Duncan Regehr,actor,Count Dracula
93565,1,Cher,actress,Loretta Castorini
93565,2,Nicolas Cage,actor,Ronny Cammareri
93565,3,Olympia Dukakis,actress,Rose Castorini
93565,4,Danny Aiello,actor,Mr. Johnny Cammareri
93582,1,Harvey Korman,actor,Cecil Watterman|Simon Watterman
93582,2,Charlie Stratton,actor,Paul Watterman
93582,3,Nadine Van der Velde,actress,Cindy
93582,4,Alix Elias,actress,Melvis
93589,1,Scott Valentine,actor,Kaz
93589,2,Michele Little,actress,Denny
93589,3,Robert Trebor,actor,Charles
93589,4,Gina Gallego,actress,Sonia
93596,1,Jeff Bridges,actor,Vernon Hightower
93596,2,Kim Basinger,actress,Nadine Hightower
93596,3,Rip Torn,actor,Buford Pope
93596,4,Gwen Verdon,actress,Vera
93605,1,Adrian Pasdar,actor,Caleb Colton
93605,2,Jenny Wright,actress,Mae
93605,3,Lance Henriksen,actor,Jesse Hooker
93605,4,Bill Paxton,actor,Severen
93629,1,Heather Langenkamp,actress,Nancy Thompson
93629,2,Robert Englund,actor,Freddy Krueger
93629,3,Craig Wasson,actor,Neil Gordon
93629,4,Patricia Arquette,actress,Kristen Parker
93638,1,Charlie Sheen,actor,Ted Varrick
93638,2,D.B. Sweeney,actor,Benjy Taylor
93638,3,Lara Harris,actress,Ann Varrick
93638,4,Randy Quaid,actor,Lieutenant Vincent Bracey
93640,1,Kevin Costner,actor,Tom Farrell
93640,2,Gene Hackman,actor,David Brice
93640,3,Sean Young,actress,Susan Atwell
93640,4,Will Patton,actor,Scott Pritchard
93677,1,Cristina Marsillach,actress,Betty
93677,2,Ian Charleson,actor,Marco
93677,3,Urbano Barberini,actor,Inspector Alan Santini
93677,4,Daria Nicolodi,actress,Mira
93690,1,Shelley Long,actress,Lauren
93690,2,Bette Midler,actress,Sandy
93690,3,Peter Coyote,actor,Michael
93690,4,Robert Prosky,actor,Stanislav Korzenowski
93692,1,Sylvester Stallone,actor,Lincoln Hawk
93692,2,Robert Loggia,actor,Jason Cutler
93692,3,Susan Blakely,actress,Christina Hawk
93692,4,Rick Zumwalt,actor,Bob 'Bull' Hurley
93693,1,Goldie Hawn,actress,Joanna|Annie
93693,2,Kurt Russell,actor,Dean Proffitt
93693,3,Edward Herrmann,actor,Grant Stayton III
93693,4,Katherine Helmond,actress,Edith Mintz
93713,1,Pelle Hvenegaard,actor,Pelle
93713,2,Max von Sydow,actor,Lassefar
93713,3,Erik Paaske,actor,Forvalter
93713,4,Björn Granath,actor,Erik
93744,1,Tami Erin,actress,Pippi Longstocking
93744,2,David Seaman,actor,Tommy Settigren
93744,3,Cory Crow,actress,Annika Settigren
93744,4,Eileen Brennan,actress,Miss Bannister
93748,1,Steve Martin,actor,Neal Page
93748,2,John Candy,actor,Del Griffith
93748,3,Laila Robins,actress,Susan Page
93748,4,Michael McKean,actor,State Trooper
93756,1,Steve Guttenberg,actor,Mahoney
93756,2,Bubba Smith,actor,Hightower
93756,3,Michael Winslow,actor,Jones
93756,4,David Graf,actor,Tackleberry
93773,1,Arnold Schwarzenegger,actor,Dutch
93773,2,Carl Weathers,actor,Dillon
93773,3,Kevin Peter Hall,actor,The Predator|Helicopter Pilot
93773,4,Elpidia Carrillo,actress,Anna
93777,1,Donald Pleasence,actor,Priest
93777,2,Lisa Blount,actress,Catherine Danforth
93777,3,Jameson Parker,actor,Brian Marsh
93777,4,Victor Wong,actor,Prof. Howard Birack
93779,1,Cary Elwes,actor,Westley
93779,2,Mandy Patinkin,actor,Iñigo Montoya
93779,3,Robin Wright,actress,The Princess Bride
93779,4,Chris Sarandon,actor,Prince Humperdinck
93780,1,Jim Belushi,actor,Rick Latimer
93780,2,Louis Gossett Jr.,actor,Jake Phillips
93780,3,Rae Dawn Chong,actress,Hilary Orozco
93780,4,Michael Wright,actor,Victor Duncan
93793,1,Matthew Broderick,actor,Jimmy Garrett
93793,2,Helen Hunt,actress,Teri
93793,3,Willie,actor,Virgil
93793,4,Okko,actor,Goofy
93818,1,Mia Farrow,actress,Sally White
93818,2,Dianne Wiest,actress,Bea
93818,3,Mike Starr,actor,Burglar
93818,4,Paul Herman,actor,Burglar
93820,1,Shô Kosugi,actor,Shiro Tanaka
93820,2,Lewis Van Bergen,actor,Havlock
93820,3,Robin Evans,actress,Jennifer Lane
93820,4,Gerry Gibson,actor,
93822,1,Nicolas Cage,actor,H.I. McDunnough
93822,2,Holly Hunter,actress,Ed
93822,3,Trey Wilson,actor,Nathan Arizona| Sr.
93822,4,John Goodman,actor,Gale
93857,1,Robert Carradine,actor,Lewis
93857,2,Curtis Armstrong,actor,Booger
93857,3,Larry B. Scott,actor,Lamar
93857,4,Timothy Busfield,actor,Poindexter
93870,1,Peter Weller,actor,Alex Murphy|RoboCop
93870,2,Nancy Allen,actress,Anne Lewis
93870,3,Dan O'Herlihy,actor,The Old Man
93870,4,Ronny Cox,actor,Dick Jones
93871,1,Kôji Moritsugu,actor,Toymaker
93871,2,Yayoi Maki,actress,Android
93871,3,Keiko Hanagata,actress,Wife
93871,4,Kumiko Takizawa,actress,Grown Daughter|Clock
93886,1,Steve Martin,actor,C. D. Bales
93886,2,Daryl Hannah,actress,Roxanne
93886,3,Rick Rossovich,actor,Chris
93886,4,Shelley Duvall,actress,Dixie
93894,1,Arnold Schwarzenegger,actor,Ben Richards
93894,2,Maria Conchita Alonso,actress,Amber Mendez
93894,3,Yaphet Kotto,actor,Laughlin
93894,4,Jim Brown,actor,Fireball
93936,1,Michael J. Fox,actor,Brantley Foster|Carlton Whitfield
93936,2,Helen Slater,actress,Christy Wills
93936,3,Richard Jordan,actor,Howard Prescott
93936,4,Margaret Whitton,actress,Vera Prescott
93940,1,Elaine Stritch,actress,Diane
93940,2,Denholm Elliott,actor,Howard
93940,3,Mia Farrow,actress,Lane
93940,4,Dianne Wiest,actress,Stephanie
93978,1,Leslie Cheung,actor,Ling Choi San
93978,2,Joey Wang,actress,Lip Siu Sin
93978,3,Wu Ma,actor,Swordsman Yin Chek Ha
93978,4,Wai Lam,actor,Swordsman Hsia Hou
93996,1,Crystal Bernard,actress,Courtney
93996,2,Jennifer Rhodes,actress,Mrs. Bates
93996,3,Kimberly McArthur,actress,Amy
93996,4,Patrick Lowe,actor,Matt
94006,1,Eric Stoltz,actor,Keith Nelson
94006,2,Mary Stuart Masterson,actress,Watts
94006,3,Lea Thompson,actress,Amanda Jones
94006,4,Craig Sheffer,actor,Hardy Jenns
94008,1,Tom Berenger,actor,Mike Keegan
94008,2,Mimi Rogers,actress,Claire Gregory
94008,3,Lorraine Bracco,actress,Ellie Keegan
94008,4,Jerry Orbach,actor,Lt. Garber
94012,1,Mel Brooks,actor,President Skroob|Yogurt
94012,2,John Candy,actor,Barf
94012,3,Rick Moranis,actor,Dark Helmet
94012,4,Bill Pullman,actor,Lone Starr
94025,1,Richard Dreyfuss,actor,Chris Lecce
94025,2,Emilio Estevez,actor,Bill Reimers
94025,3,Madeleine Stowe,actress,Maria McGuire
94025,4,Aidan Quinn,actor,Richard 'Stick' Montgomery
94027,1,Edward James Olmos,actor,Jaime Escalante
94027,2,Estelle Harris,actress,Secretary
94027,3,Mark Phelan,actor,Cop
94027,4,Virginia Paris,actress,Raquel Ortega
94035,1,Terry O'Quinn,actor,Jerry Blake
94035,2,Jill Schoelen,actress,Stephanie Maine
94035,3,Shelley Hack,actress,Susan
94035,4,Charles Lanyer,actor,Dr. Bondurant
94072,1,Mark Harmon,actor,Freddy Shoop
94072,2,Kirstie Alley,actress,Ms. Robin Elizabeth Bishop
94072,3,Robin Thomas,actor,Vice Principal Phil Gills
94072,4,Patrick Labyorteaux,actor,Kevin Winchester
94074,1,Christopher Reeve,actor,Superman|Clark Kent
94074,2,Gene Hackman,actor,Lex Luthor|Nuclear Man
94074,3,Margot Kidder,actress,Lois Lane
94074,4,Jackie Cooper,actor,Perry White
94077,1,Gail Neely,actress,Eleanor 'Mama' Washington
94077,2,Robert Harden,actor,Leroy
94077,3,Barry Brenner,actor,Adolf
94077,4,Dawn Wildsmith,actress,Eva
94137,1,Tom Selleck,actor,Peter
94137,2,Steve Guttenberg,actor,Michael
94137,3,Ted Danson,actor,Jack
94137,4,Nancy Travis,actress,Sylvia
94138,1,Casey Siemaszko,actor,Jerry Mitchell
94138,2,Annie Ryan,actress,Franny Perrins
94138,3,Richard Tyson,actor,Buddy Revell
94138,4,Stacey Glick,actress,Brei Mitchell
94142,1,Danny DeVito,actor,Owen
94142,2,Billy Crystal,actor,Larry
94142,3,Kim Greist,actress,Beth
94142,4,Anne Ramsey,actress,Momma
94155,1,Richard Dreyfuss,actor,BB
94155,2,Danny DeVito,actor,Tilley
94155,3,Barbara Hershey,actress,Nora
94155,4,John Mahoney,actor,Moe
94226,1,Kevin Costner,actor,Eliot Ness
94226,2,Sean Connery,actor,Jim Malone
94226,3,Robert De Niro,actor,Al Capone
94226,4,Charles Martin Smith,actor,Oscar Wallace
94291,1,Charlie Sheen,actor,Bud Fox
94291,2,Michael Douglas,actor,Gordon Gekko
94291,3,Tamara Tunie,actress,Carolyn
94291,4,Franklin Cover,actor,Dan
94318,1,Kevin Bacon,actor,Vic
94318,2,Sean Astin,actor,Alan
94318,3,Jonathan Ward,actor,Mitch
94318,4,K.C. Martel,actor,George
94321,1,Madonna,actress,Nikki Finn
94321,2,Griffin Dunne,actor,Loudon Trott
94321,3,Haviland Morris,actress,Wendy Worthington
94321,4,John McMartin,actor,Simon Worthington
94332,1,Jack Nicholson,actor,Daryl Van Horne
94332,2,Cher,actress,Alexandra Medford
94332,3,Susan Sarandon,actress,Jane Spofford
94332,4,Michelle Pfeiffer,actress,Sukie Ridgemont
94336,1,Richard E. Grant,actor,Withnail
94336,2,Paul McGann,actor,...& I
94336,3,Richard Griffiths,actor,Monty
94336,4,Ralph Brown,actor,Danny
94347,1,Noah Taylor,actor,Danny Embling
94347,2,Loene Carmen,actress,Freya Olson
94347,3,Ben Mendelsohn,actor,Trevor Leishman
