imdbId,ordering,actor_name,category,characters
141098,1,Sandra Bullock,actress,Sarah
141098,2,Ben Affleck,actor,Ben
141098,3,Maura Tierney,actress,Bridget
141098,4,Steve Zahn,actor,Alan
141105,1,Rafer Weigel,actor,Robert
141105,2,Eric McCormack,actor,Mark
141105,3,William Shatner,actor,Bill
141105,4,Carl Bressler,actor,Mort Berg
141109,1,Michael Keaton,actor,Jack Frost
141109,2,Kelly Preston,actress,Gabby Frost
141109,3,Joseph Cross,actor,Charlie Frost
141109,4,Mark Addy,actor,Mac MacArthur
141369,1,Matthew Broderick,actor,Inspector Gadget|Robo Gadget|John Brown
141369,2,Rupert Everett,actor,Sanford Scolex
141369,3,Joely Fisher,actress,Brenda|Robobrenda
141369,4,Michelle Trachtenberg,actress,Penny
141907,1,Warren Beatty,actor,Porter
141907,2,Diane Keaton,actress,Ellie
141907,3,Nastassja Kinski,actress,Alex
141907,4,Goldie Hawn,actress,Mona
141926,1,Matthew McConaughey,actor,Tyler
141926,2,Bill Paxton,actor,Dahlgren
141926,3,Harvey Keitel,actor,Chief
141926,4,Jon Bon Jovi,actor,Emmett
141974,1,Ray Winstone,actor,Dad
141974,2,Annabelle Apsion,actress,Nurse
141974,3,Kate Ashfield,actress,Lucy
141974,4,Lara Belmont,actress,Jessie
142032,1,William Hurt,actor,Duke Leto Atreides
142032,2,Alec Newman,actor,Muad'Dib|Paul Atreides
142032,3,Giancarlo Giannini,actor,Padishah - Emperor Shaddam Corrino IV
142032,4,Uwe Ochsenknecht,actor,Stilgar
142032,5,Saskia Reeves,actress,Lady Jessica Atreides
142032,6,P.H. Moriarty,actor,Gurney Halleck
142032,7,Ian McNeice,actor,Baron Vladimir Harkonnen
142032,8,Matt Keeslar,actor,Feyd-Rautha Harkonnen
142032,9,László I. Kish,actor,Glossu Rabban
142032,10,Julie Cox,actress,Princess Irulan Corrino
142181,1,Masahiro Motoki,actor,Wada
142181,2,Renji Ishibashi,actor,Ujiie
142181,3,Mako,actor,Shen
142181,4,Michiko Kichise,actress,
142192,1,Chow Yun-Fat,actor,Nick Chen
142192,2,Mark Wahlberg,actor,Danny Wallace
142192,3,Ric Young,actor,Henry Lee
142192,4,Paul Ben-Victor,actor,Schabacker
142201,1,Melanie Griffith,actress,Lucille
142201,2,David Morse,actor,Dove
142201,3,Lucas Black,actor,Peejoe
142201,4,Cathy Moriarty,actress,Earlene
142232,1,Masako Nozawa,actress,Son Gokû|Son Gokû Jr.
142232,2,Tôru Furuya,actor,Pakku
142232,3,Miki Itô,actress,Manba
142232,4,Kazuyuki Sogabe,actor,Rakkaru
142233,1,Masako Nozawa,actress,Son Gokû|Son Gohan|Tullece
142233,2,Mayumi Tanaka,actress,Kuririn
142233,3,Tôru Furuya,actor,Yamcha
142233,4,Hirotaka Suzuoki,actor,Tenshinhan
142234,1,Masako Nozawa,actress,Son Goten|Son Gokû
142234,2,Takeshi Kusao,actor,Trunks
142234,3,Daisuke Gôri,actor,Mr. Satan
142234,4,Mayumi Tanaka,actress,Kuririn
142234,10,Miki Itô,actress,Android 18
142235,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142235,2,Toshio Furukawa,actor,Piccolo
142235,3,Hiromi Tsuru,actress,Bulma
142235,4,Mayumi Tanaka,actress,Kuririn
142237,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142237,2,Toshio Furukawa,actor,Piccolo
142237,3,Mayumi Tanaka,actress,Kuririn|Yajirobe
142237,4,Ryô Horikawa,actor,Vegeta
142238,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142238,2,Toshio Furukawa,actor,Piccolo|Producer
142238,3,Mayumi Tanaka,actress,Kuririn
142238,4,Takeshi Kusao,actor,Trunks
142240,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142240,2,Toshio Furukawa,actor,Pikkoro
142240,3,Mayumi Tanaka,actress,Kuririn
142240,4,Hiromi Tsuru,actress,Buruma
142241,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142241,2,Toshio Furukawa,actor,Piccolo
142241,3,Mayumi Tanaka,actress,Kuririn
142241,4,Takeshi Kusao,actor,Trunks
142242,1,Bin Shimada,actor,Broly
142242,2,Masako Nozawa,actress,Son Gokû|Son Gohan
142242,3,Ryô Horikawa,actor,Vegeta
142242,4,Iemasa Kayumi,actor,Paragus
142244,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142244,2,Toshio Furukawa,actor,Piccolo
142244,3,Mayumi Tanaka,actress,Kuririn|Yajirobe
142244,4,Hiromi Tsuru,actress,Bulma
142245,1,Masako Nozawa,actress,Bardock|Son Gokû (Kakarotto)
142245,2,Kazuyuki Sogabe,actor,Tôma
142245,3,Yûko Mita,actress,Seripa
142245,4,Takeshi Watabe,actor,Panbûkin
142247,1,Masako Nozawa,actress,Son Gokû|Son Gohan
142247,2,Mayumi Tanaka,actress,Kuririn
142247,3,Hiromi Tsuru,actress,Bulma|Baby Trunks
142247,4,Ryô Horikawa,actor,Vegeta
142248,1,Masako Nozawa,actress,Son Gokû
142248,2,Mami Koyama,actress,Arare Norimaki|Lunch
142248,3,Tôru Furuya,actor,Yamcha
142248,4,Hiromi Tsuru,actress,Buruma
142249,1,Masako Nozawa,actress,Son Gokû
142249,2,Tôru Furuya,actor,Yamucha
142249,3,Mami Koyama,actress,Ranchi
142249,4,Mayumi Tanaka,actress,Kuririn
142250,1,Masako Nozawa,actress,Son Gokû
142250,2,Hiromi Tsuru,actress,Bulma
142250,3,Naoki Tatsuta,actor,Oolong
142250,4,Naoko Watanabe,actress,Puar
142251,1,Masako Nozawa,actress,Son Gokû
142251,2,Hiromi Tsuru,actress,Buruma
142251,3,Naoki Tatsuta,actor,Ûron
142251,4,Naoko Watanabe,actress,Pûaru
142342,1,Adam Sandler,actor,Sonny Koufax
142342,2,Joey Lauren Adams,actress,Layla Maloney
142342,3,Jon Stewart,actor,Kevin Gerrity
142342,4,Cole Sprouse,actor,Julian 'Frankenstien' McGrath
142688,1,Johnny Depp,actor,Dean Corso
142688,2,Frank Langella,actor,Boris Balkan
142688,3,Lena Olin,actress,Liana Telfer
142688,4,Emmanuelle Seigner,actress,The Girl
143145,1,Pierce Brosnan,actor,James Bond
143145,2,Sophie Marceau,actress,Elektra King
143145,3,Robert Carlyle,actor,Renard
143145,4,Denise Richards,actress,Dr. Christmas Jones
143261,1,Stephen Baldwin,actor,Jon
143261,2,Danny Nucci,actor,David 'Dave'
143261,3,George Newbern,actor,Ian Wickham
143261,4,Alison Eastwood,actress,Lisa
143808,1,Irene Bedard,actress,Pocahontas
143808,2,Donal Gibson,actor,John Smith
143808,3,Jim Cummings,actor,King James
143808,4,Finola Hughes,actress,Queen Anne
144084,1,Christian Bale,actor,Patrick Bateman
144084,2,Justin Theroux,actor,Timothy Bryce
144084,3,Josh Lucas,actor,Craig McDermott
144084,4,Bill Sage,actor,David Van Patten
144117,1,Willem Dafoe,actor,Paul Smecker
144117,2,Sean Patrick Flanery,actor,Connor MacManus
144117,3,Norman Reedus,actor,Murphy MacManus
144117,4,David Della Rocco,actor,Rocco
144120,1,Jennifer Tilly,actress,Tiffany
144120,2,Brad Dourif,actor,Chucky
144120,3,Katherine Heigl,actress,Jade
144120,4,Nick Stabile,actor,Jesse
144168,1,Kirsten Dunst,actress,Betsy Jobs
144168,2,Michelle Williams,actress,Arlene Lorenzo
144168,3,Dan Hedaya,actor,Dick
144168,4,Will Ferrell,actor,Bob Woodward
144201,1,Vanessa Paradis,actress,Adèle
144201,2,Daniel Auteuil,actor,Gabor
144201,3,Frédéric Pfluger,actor,Contortionist
144201,4,Dimitris Georgalas,actor,Takis
144214,1,John Travolta,actor,Paul Brenner
144214,2,Madeleine Stowe,actress,Sara Sunhill
144214,3,James Cromwell,actor,General Campbell
144214,4,Timothy Hutton,actor,Colonel Kent
144528,1,Eddie Murphy,actor,Sherman Klump|Buddy Love|Granny Klump
144528,2,Janet Jackson,actress,Denise
144528,3,Larry Miller,actor,Dean Richmond
144528,4,John Ales,actor,Jason
144640,1,Neve Campbell,actress,Amy Post
144640,2,Matthew Perry,actor,Oscar Novak
144640,3,Dylan McDermott,actor,Charles Newman
144640,4,Oliver Platt,actor,Peter Steinberg
144715,1,Kate Winslet,actress,Ruth
144715,2,Harvey Keitel,actor,PJ Waters
144715,3,Julie Hamilton,actress,Mum
144715,4,Sophie Lee,actress,Yvonne
144814,1,Emily Bergl,actress,Rachel Lang
144814,2,Jason London,actor,Jesse Ryan
144814,3,Dylan Bruno,actor,Mark
144814,4,J. Smith-Cameron,actress,Barbara Lang
144964,1,Christopher Lambert,actor,Connor MacLeod
144964,2,Adrian Paul,actor,Duncan MacLeod
144964,3,Bruce Payne,actor,Jacob Kell
144964,4,Lisa Barbuscia,actress,Kate MacLeod|Faith
145487,1,Tobey Maguire,actor,Spider-Man|Peter Parker
145487,2,Kirsten Dunst,actress,Mary Jane Watson
145487,3,Willem Dafoe,actor,Green Goblin|Norman Osborn
145487,4,James Franco,actor,Harry Osborn
145503,1,Ralph Fiennes,actor,Ignatz Sonnenschein|Adam Sors|Ivan Sors
145503,2,Rosemary Harris,actress,Valerie Sors
145503,3,Rachel Weisz,actress,Greta
145503,4,Jennifer Ehle,actress,Valerie Sonnenschein
145531,1,Patricia Arquette,actress,Frankie Paige
145531,2,Gabriel Byrne,actor,Father Andrew Kiernan
145531,3,Jonathan Pryce,actor,Cardinal Daniel Houseman
145531,4,Nia Long,actress,Donna Chadway
145600,1,Peter Gallagher,actor,Bernard Marx
145600,2,Leonard Nimoy,actor,Mustapha Mond
145600,3,Tim Guinee,actor,John Cooper
145600,4,Rya Kihlstedt,actress,Lenina Crowne
145653,1,Emily Watson,actress,Angela McCourt
145653,2,Robert Carlyle,actor,Malachy (Dad)
145653,3,Joe Breen,actor,Young Frank
145653,4,Ciaran Owens,actor,Middle Frank
145660,1,Mike Myers,actor,Austin Powers|Dr. Evil|Fat Bastard
145660,2,Heather Graham,actress,Felicity Shagwell
145660,3,Michael York,actor,Basil Exposition
145660,4,Robert Wagner,actor,Number Two
145681,1,Denzel Washington,actor,Lincoln Rhyme
145681,2,Angelina Jolie,actress,Amelia Donaghy
145681,3,Queen Latifah,actress,Thelma
145681,4,Michael Rooker,actor,Captain Howard Cheney
145734,1,Gillian Anderson,actress,Meredith
145734,2,Ellen Burstyn,actress,Mildred
145734,3,Sean Connery,actor,Paul
145734,4,Anthony Edwards,actor,Roger
145893,1,Sarah Michelle Gellar,actress,Amanda Shelton
145893,2,Sean Patrick Flanery,actor,Tom Bartlett
145893,3,Patricia Clarkson,actress,Lois McNally
145893,4,Dylan Baker,actor,Jonathan Bendel
146247,1,Jerry Doyle,actor,Michael Alfredo Garibaldi
146247,2,Tracy Scoggins,actress,Capt. Elizabeth Lochley
146247,3,Jeff Conaway,actor,Zack Allen
146247,4,Richard Biggs,actor,Stephen Franklin| M.D.
146309,1,Kevin Costner,actor,Kenny O'Donnell
146309,2,Bruce Greenwood,actor,John F. Kennedy
146309,3,Shawn Driscoll,actor,U-2 Pilot
146309,4,Drake Cook,actor,Mark O'Donnell
146316,1,Angelina Jolie,actress,Lara Croft
146316,2,Jon Voight,actor,Lord Richard Croft
146316,3,Iain Glen,actor,Manfred Powell
146316,4,Noah Taylor,actor,Bryce
146336,1,Jared Leto,actor,Paul Gardener
146336,2,Alicia Witt,actress,Natalie Simon
146336,3,Rebecca Gayheart,actress,Brenda Bates
146336,4,Michael Rosenbaum,actor,Parker Riley
146402,1,Daryl Hannah,actress,Morticia Addams
146402,2,Tim Curry,actor,Gomez Addams
146402,3,Nicole Fugere,actress,Wednesday Addams
146402,4,Jerry Messing,actor,Pugsley Addams
146455,1,Bruce Boxleitner,actor,John J. Sheridan
146455,2,Jerry Doyle,actor,Michael Garibaldi
146455,3,Jeff Conaway,actor,Zack Allan
146455,4,Carrie Dobro,actress,Dureena Nafeel
146516,1,Aidan Gillen,actor,Francis
146516,2,Emmanuelle Seigner,actress,Gloria
146516,3,Susan Tyrrell,actress,Sal
146516,4,Mark Boone Junior,actor,Vic
146675,1,Arnold Schwarzenegger,actor,Jericho
146675,2,Gabriel Byrne,actor,The Man
146675,3,Robin Tunney,actress,Christine
146675,4,Kevin Pollak,actor,Chicago
146838,1,Al Pacino,actor,Tony D'Amato
146838,2,Dennis Quaid,actor,Jack 'Cap' Rooney
146838,3,Cameron Diaz,actress,Christina Pagniacci
146838,4,James Woods,actor,Dr. Harvey Mandrake
146882,1,John Cusack,actor,Rob Gordon
146882,2,Iben Hjejle,actress,Laura
146882,3,Todd Louiso,actor,Dick
146882,4,Jack Black,actor,Barry Judd
146970,1,Vasiliy Livanov,actor,Gena
146970,2,Klara Rumyanova,actress,Cheburashka
146970,3,Vladimir Rautbart,actor,Shapoklyak
146970,4,Vladimir Kenigson,actor,Salesman
146984,1,Will Smith,actor,Bagger Vance
146984,2,Matt Damon,actor,Rannulph Junuh
146984,3,Charlize Theron,actress,Adele Invergordon
146984,4,Bruce McGill,actor,Walter Hagen
147004,1,Brenda Blethyn,actress,Mari Hoff
147004,2,Jane Horrocks,actress,LV
147004,3,Michael Caine,actor,Ray Say
147004,4,Ewan McGregor,actor,Billy
147612,1,Jane Adams,actress,Joy Jordan
147612,2,Jon Lovitz,actor,Andy Kornbluth
147612,3,Philip Seymour Hoffman,actor,Allen
147612,4,Dylan Baker,actor,Bill Maplewood
147800,1,Heath Ledger,actor,Patrick Verona
147800,2,Julia Stiles,actress,Kat Stratford
147800,3,Joseph Gordon-Levitt,actor,Cameron James
147800,4,Larisa Oleynik,actress,Bianca Stratford
149151,1,Stephen Rea,actor,Tony Costello
149151,2,Billy Connolly,actor,Hughie
149151,3,Jimmy Nail,actor,Les Wickes
149151,4,Timothy Spall,actor,David 'Beano' Baggot
149261,1,Thomas Jane,actor,Carter Blake
149261,2,Saffron Burrows,actress,Dr. Susan McAlester
149261,3,Samuel L. Jackson,actor,Russell Franklin
149261,4,Jacqueline McKenzie,actress,Janice Higgins
149367,1,Paul Newman,actor,Henry
149367,2,Linda Fiorentino,actress,Carol
149367,3,Dermot Mulroney,actor,Wayne
149367,4,Susan Barnes,actress,Mrs. Foster
149624,1,Matt Damon,actor,John Grady Cole
149624,2,Penélope Cruz,actress,Alejandra Villarreal
149624,3,Henry Thomas,actor,Lacey Rawlins
149624,4,Angelina Torres,actress,Luisa
149691,1,Susan Sarandon,actress,Adele August
149691,2,Natalie Portman,actress,Ann August
149691,3,Hart Bochner,actor,Josh Spritzer
149691,4,Eileen Ryan,actress,Lillian
149723,1,Thandiwe Newton,actress,Shandurai
149723,2,David Thewlis,actor,Jason Kinsky
149723,3,Claudio Santamaria,actor,Agostino
149723,4,John C. Ojwang,actor,Singer
150216,1,Hank Azaria,actor,Marc Blitzstein
150216,2,Rubén Blades,actor,Diego Rivera
150216,3,Joan Cusack,actress,Hazel Huffman
150216,4,John Cusack,actor,Nelson Rockefeller
150377,1,Ashley Judd,actress,Libby
150377,2,Tommy Lee Jones,actor,Travis
150377,3,Bruce Greenwood,actor,Nick
150377,4,Benjamin Weir,actor,Matty - Age 4
150662,1,Alexandra Dahlström,actress,Elin Olsson
150662,2,Rebecka Liljeberg,actress,Agnes Ahlberg
150662,3,Erica Carlson,actress,Jessica Olsson
150662,4,Mathias Rust,actor,Johan Hulth
150915,1,Emily Watson,actress,Jackie Du Pré
150915,2,Rachel Griffiths,actress,Hilary Du Pré
150915,3,James Frain,actor,Daniel Barenboim
150915,4,David Morrissey,actor,Kiffer Finzi
151137,1,Milla Jovovich,actress,Joan of Arc
151137,2,John Malkovich,actor,Charles VII
151137,3,Rab Affleck,actor,Comrade
151137,4,Stéphane Algoud,actor,Look Out
151568,1,Jim Broadbent,actor,William Schwenck Gilbert
151568,2,Allan Corduner,actor,Arthur Sullivan
151568,3,Dexter Fletcher,actor,Louis
151568,4,Sukie Smith,actress,Clothilde
151582,1,Owen Wilson,actor,Vann
151582,2,Sheryl Crow,actress,Casper
151582,3,Dwight Yoakam,actor,Blair
151582,4,Dennis Haysbert,actor,Graves
151691,1,Peter Mullan,actor,Joe Kavanagh
151691,2,Louise Goodall,actress,Sarah Downie
151691,3,Gary Lewis,actor,Shanks
151691,4,Lorraine McIntosh,actress,Maggie
151738,1,Drew Barrymore,actress,Josie Geller
151738,2,David Arquette,actor,Rob Geller
151738,3,Michael Vartan,actor,Sam Coulson
151738,4,Molly Shannon,actress,Anita
151804,1,Ron Livingston,actor,Peter
151804,2,Jennifer Aniston,actress,Joanna
151804,3,David Herman,actor,Michael Bolton
151804,4,Ajay Naidu,actor,Samir
152930,1,Samy Naceri,actor,Daniel Morales
152930,2,Frédéric Diefenthal,actor,Émilien Coutant-Kerbalec
152930,3,Marion Cotillard,actress,Lilly Bertineau
152930,4,Manuela Gourary,actress,Camille Coutant-Kerbalec
153464,1,Kristin Scott Thomas,actress,Mary Panton
153464,2,Sean Penn,actor,Rowley Flint
153464,3,Anne Bancroft,actress,Princess San Ferdinando
153464,4,James Fox,actor,Sir Edgar Swift
154420,1,Ulrich Thomsen,actor,Christian
154420,2,Henning Moritzen,actor,Faderen
154420,3,Thomas Bo Larsen,actor,Michael
154420,4,Paprika Steen,actress,Helene
154421,1,Bodil Jørgensen,actress,Karen
154421,2,Jens Albinus,actor,Stoffer
154421,3,Anne Louise Hassing,actress,Susanne
154421,4,Troels Lyby,actor,Henrik
154421,8,Nikolaj Lie Kaas,actor,Jeppe
154421,9,Louise Mieritz,actress,Josephine
154421,10,Henrik Prip,actor,Ped
154443,1,John Standing,actor,Philip Emmenthal
154443,2,Matthew Delamere,actor,Storey Emmenthal
154443,3,Vivian Wu,actress,Kito
154443,4,Toni Collette,actress,Griselda|Sister Concordia
154506,1,Jeremy Theobald,actor,The Young Man
154506,2,Alex Haw,actor,Cobb
154506,3,Lucy Russell,actress,The Blonde
154506,4,John Nolan,actor,The Policeman
155267,1,Pierce Brosnan,actor,Thomas Crown
155267,2,Rene Russo,actress,Catherine Banning
155267,3,Denis Leary,actor,Michael McCann
155267,4,Ben Gazzara,actor,Andrew Wallace
155388,1,Rebecca Pidgeon,actress,Catherine Winslow
155388,2,Jeremy Northam,actor,Sir Robert Morton
155388,3,Nigel Hawthorne,actor,Arthur Winslow
155388,4,Matthew Pidgeon,actor,Dickie Winslow
155711,1,Robert De Niro,actor,Walt Koontz
155711,2,Philip Seymour Hoffman,actor,Rusty
155711,3,Barry Miller,actor,Leonard Wilcox
155711,4,Chris Bauer,actor,Jacko
155722,1,Joachim Król,actor,László|husband
155722,2,Erika Marozsán,actress,Ilona|wife
155722,3,Stefano Dionisi,actor,András|pianist
155722,4,Ben Becker,actor,Hans|SS soldier
155753,1,Jonathan Taylor Thomas,actor,Jake
155753,2,Jessica Biel,actress,Allie
155753,3,Adam LaVorgna,actor,Eddie
155753,4,Gary Cole,actor,Jake's Dad
155776,1,Rose McGowan,actress,Courtney
155776,2,Rebecca Gayheart,actress,Julie Freeman
155776,3,Julie Benz,actress,Marcie Fox
155776,4,Alexandra Adi,actress,Cheerleader #1
155975,1,Vince Vaughn,actor,Norman Bates
155975,2,Anne Heche,actress,Marion Crane
155975,3,Julianne Moore,actress,Lila Crane
155975,4,Viggo Mortensen,actor,Sam Loomis
156096,1,Campbell Scott,actor,Fredrickson
156096,2,Ned Beatty,actor,Murph
156096,3,Liev Schreiber,actor,Paul
156096,4,Ian Hart,actor,Fran
156323,1,Norm MacDonald,actor,Willard Fillmore
156323,2,Dave Chappelle,actor,Rusty P. Hayes
156323,3,Elaine Stritch,actress,Miss Crock
156323,4,Danny DeVito,actor,Grover Cleaver
156639,1,Craig Ferguson,actor,Crawford Mackenzie
156639,2,Chris Langham,actor,BBC Interviewer
156639,3,David Rasche,actor,Stig
156639,4,Frances Fisher,actress,Candy
156729,1,Don McKellar,actor,Patrick Wheeler
156729,2,Sandra Oh,actress,Sandra
156729,3,Roberta Maxwell,actress,Mrs. Wheeler
156729,4,Robin Gammell,actor,Mr. Wheeler
156812,1,Frankie Muniz,actor,Willie Morris
156812,2,Kevin Bacon,actor,Jack Morris
156812,3,Diane Lane,actress,Ellen Morris
156812,4,Luke Wilson,actor,Dink
156841,1,Madonna,actress,Abbie Reynolds
156841,2,Rupert Everett,actor,Robert Whittaker
156841,3,Benjamin Bratt,actor,Ben Cooper
156841,4,Illeana Douglas,actress,Elizabeth Ryder
156887,1,Junko Iwao,actress,Mima Kirigoe
156887,2,Rica Matsumoto,actress,Rumi
156887,3,Shinpachi Tsuji,actor,Tadokoro
156887,4,Masaaki Ôkura,actor,Uchida
156901,1,Massoumeh Naderi,actress,Massoumeh
156901,2,Zahra Naderi,actress,Zahra
156901,3,Ghorban Ali Naderi,actor,Father
156901,4,Azizeh Mohamadi,actress,Azizeh
156901,9,Zahra Saghrisaz,actress,
156934,1,Harrison Ford,actor,Dutch Van Den Broeck
156934,2,Kristin Scott Thomas,actress,Kay Chandler
156934,3,Charles S. Dutton,actor,Alcee
156934,4,Bonnie Hunt,actress,Wendy Judd
157016,1,Philippe Nahon,actor,Le Boucher
157016,2,Blandine Lenoir,actress,Sa Fille
157016,3,Frankie Pain,actress,Sa Maitresse
157016,4,Martine Audrain,actress,Sa Belle-Mere
157183,1,Rami Doueiri,actor,Tarek Noueri
157183,2,Naamar Sahli,actor,
157183,3,Mohamad Chamas,actor,Omar
157183,4,Rola Al Amin,actress,May
157208,1,Isabelle Huppert,actress,Dominique
157208,2,Vincent Martinez,actor,Quentin
157208,3,Vincent Lindon,actor,Chris
157208,4,Marthe Keller,actress,Madame Thorpe
157503,1,Kirsten Dunst,actress,Amber Atkins
157503,2,Denise Richards,actress,Rebecca 'Becky' Ann Leeman
157503,3,Ellen Barkin,actress,Annette Atkins
157503,4,Allison Janney,actress,Loretta
157583,1,Dougray Scott,actor,Thomas Jericho
157583,2,Kate Winslet,actress,Hester Wallace
157583,3,Saffron Burrows,actress,Claire
157583,4,Jeremy Northam,actor,Wigram
158131,1,Sam Shepard,actor,Sheriff Forrest|Wild Bill Hickock
158131,2,Eric Roberts,actor,Blackjack Britton
158131,3,Randy Quaid,actor,Doc Woods|Doc Holliday
158131,4,Peter Stormare,actor,Cavin Guthrie
158371,1,Sean Penn,actor,Emmet Ray
158371,2,Samantha Morton,actress,Hattie
158371,3,Woody Allen,actor,Woody Allen
158371,4,Ben Duncan,actor,Ben Duncan
158493,1,Nas,actor,Sincere
158493,2,DMX,actor,Tommy 'Buns' Bundy
158493,3,Taral Hicks,actress,Kisha
158493,4,Tionne 'T-Boz' Watkins,actress,Tionne
158622,1,Mark Addy,actor,Fred Flintstone
158622,2,Stephen Baldwin,actor,Barney Rubble
158622,3,Kristen Johnston,actress,Wilma Slaghoople
158622,4,Jane Krakowski,actress,Betty O'Shale
158811,1,Dave Goelz,actor,Gonzo|Bunsen Honeydew|Waldorf
158811,2,Steve Whitmire,actor,Kermit the Frog|Rizzo the Rat|Beaker
158811,3,Bill Barretta,actor,Pepe the Prawn|Bobo as Rentro|Johnny Fiama
158811,4,Jerry Nelson,actor,Robin|Statler|Ubergonzo
158983,1,Trey Parker,actor,Stan Marsh|Eric Cartman|Satan
158983,2,Matt Stone,actor,Kyle Broflovski|Kenny McCormick|Saddam Hussein
158983,3,Mary Kay Bergman,actress,Liane Cartman|Sheila Broflovski|Sharon Marsh
158983,4,Isaac Hayes,actor,Chef
159097,1,Kirsten Dunst,actress,Lux Lisbon
159097,2,Josh Hartnett,actor,Trip Fontaine
159097,3,James Woods,actor,Mr. Lisbon
159097,4,Kathleen Turner,actress,Mrs. Lisbon
159272,1,Thomas Goodridge,actor,Youth with Mobile Phone
159272,2,Faruk Pruti,actor,Croat
159272,3,Tony Peters,actor,Bus Driver
159272,4,Dado Jehan,actor,Serb
159273,1,Gene Hackman,actor,Reigart
159273,2,Owen Wilson,actor,Burnett
159273,3,Gabriel Macht,actor,Stackhouse
159273,4,Charles Malik Whitfield,actor,Rodway
159365,1,Jude Law,actor,Inman
159365,2,Nicole Kidman,actress,Ada Monroe
159365,3,Renée Zellweger,actress,Ruby Thewes
159365,4,Eileen Atkins,actress,Maddy
159382,1,Clive Owen,actor,Jack Manfred
159382,2,Nick Reding,actor,Giles Cremorne
159382,3,Nicholas Ball,actor,Jack Snr.
159382,4,Alexander Morton,actor,David Reynolds
159421,1,Kevin Clash,actor,Elmo|Pestie|Grouch Jailer
159421,2,Mandy Patinkin,actor,Huxley
159421,3,Vanessa Williams,actress,Queen of Trash
159421,4,Sonia Manzano,actress,Maria
160009,1,Wesley Snipes,actor,Shaw
160009,2,Donald Sutherland,actor,Douglas Thomas
160009,3,Maury Chaykin,actor,Capella
160009,4,Anne Archer,actress,Eleanor Hooks
160127,1,Cameron Diaz,actress,Natalie
160127,2,Drew Barrymore,actress,Dylan
160127,3,Lucy Liu,actress,Alex
160127,4,Bill Murray,actor,Bosley
160184,1,Sylvester Stallone,actor,Jake Malloy
160184,2,Charles S. Dutton,actor,Hendricks
160184,3,Polly Walker,actress,Jenny
160184,4,Kris Kristofferson,actor,Doc
160236,1,Brendan Fraser,actor,Dudley Do-Right
160236,2,Sarah Jessica Parker,actress,Nell Fenwick
160236,3,Alfred Molina,actor,Snidely Whiplash
160236,4,Eric Idle,actor,Prospector
160298,1,Deon Richmond,actor,Gregory Reed
160298,2,Donald Faison,actor,June Nelson
160298,3,Guy Torry,actor,Fish
160298,4,Maia Campbell,actress,Cinny Hawkins
160338,1,Sarah Polley,actress,Harper Sloane
160338,2,Stephen Rea,actor,Connie Fitzpatrick
160338,3,Jean Smart,actress,Deborah Sloane
160338,4,Gina Gershon,actress,Billie
160399,1,Shane Brolly,actor,Lt. Burrows
160399,2,Vincent D'Onofrio,actor,Hathaway
160399,3,Gary Sinise,actor,Spencer Olham
160399,4,Madeleine Stowe,actress,Maya Olham
160401,1,Lloyd Adams,actor,Ray-Ray
160401,2,Philip Akin,actor,Minister
160401,3,Anna Carolina Arias,actress,Esperanza Batista
160401,4,Karina Arroyave,actress,G.G.
160429,1,Miranda Richardson,actress,Anna Leonowens
160429,2,Martin Vidnovic,actor,The King of Siam
160429,3,Christiane Noll,actress,Anna Leonowens
160429,4,Ian Richardson,actor,The Kralahome
160611,1,Kevin Spacey,actor,Michael Lynch
160611,2,Linda Fiorentino,actress,Christine Lynch
160611,3,Peter Mullan,actor,Stevie
160611,4,Stephen Dillane,actor,Noel Quigley
160620,1,Maura Tierney,actress,Madeline Foster
160620,2,Adrien Brody,actor,Harry
160620,3,James Naughton,actor,Clark Hannon
160620,4,Laila Robins,actress,Frances Hannon
160797,1,Tommy Lee Jones,actor,Colonel Hayes Hodges
160797,2,Samuel L. Jackson,actor,Colonel Terry Childers
160797,3,Guy Pearce,actor,Major Biggs
160797,4,Ben Kingsley,actor,Mourain
160862,1,Freddie Prinze Jr.,actor,Zack Siler
160862,2,Rachael Leigh Cook,actress,Laney Boggs
160862,3,Matthew Lillard,actor,Brock Hudson
160862,4,Paul Walker,actor,Dean Sampson
160916,1,Bruce Willis,actor,Ben Jordan
160916,2,Michelle Pfeiffer,actress,Katie Jordan
160916,3,Colleen Rennison,actress,Erin Jordan at Ten
160916,4,Jake Sandvig,actor,Josh Jordan at Twelve
161081,1,Harrison Ford,actor,Norman Spencer
161081,2,Michelle Pfeiffer,actress,Claire Spencer
161081,3,Katharine Towne,actress,Caitlin Spencer
161081,4,Miranda Otto,actress,Mary Feur
161292,1,Kim Bodnia,actor,Leo
161292,2,Mads Mikkelsen,actor,Lenny
161292,3,Rikke Louise Andersson,actress,Louise
161292,4,Liv Corfixen,actress,Lea
161860,1,Juliane Köhler,actress,Jettel Redlich
161860,2,Merab Ninidze,actor,Walter Redlich
161860,3,Matthias Habich,actor,Walter Süßkind
